,longitude,latitude
20894,68.5841638333333,25.3880643333333
21108,71.49908275,25.93137665
21109,73.1120603333333,22.364413333333303
21267,71.4992411666666,25.9326935
21717,72.1194203333333,19.1441016666667
22090,68.5830202,25.387781
22091,72.1208095,19.143873000000003
22607,71.49863083333331,25.9319539444444
22758,68.5838974,25.3892898
23362,71.49860622222221,25.932259
23734,77.692252,27.372386499999998
24086,77.69217225,27.373027125
24628,68.58512475,25.38975075
24785,68.5854643333333,25.388629
25165,68.58383020000001,25.3881412
25313,77.69179375,27.373556
25640,68.5836511666667,25.387635833333302
25830,71.3088176666667,33.2666806666667
27086,71.4986163333333,25.9311466666667
27426,71.30851,33.266903000000006
27427,68.58458259999999,25.3861588
28170,68.58454325,25.3869525
28321,71.3085425,33.2661735
28491,71.4998166666667,25.930394
28828,71.4997633333333,25.928797
29073,68.58582875,25.38827225
29250,72.6830953333333,21.909587
30172,71.49862275,25.92833825
30358,71.49901559999999,25.928507800000002
31570,68.5854566666667,25.390082
32244,68.5850906666667,25.389125666666697
32637,68.5841476,25.3893062
33097,68.5813306666667,25.3893405
33385,68.58303966666669,25.3900466666667
33522,68.5831931428571,25.3896695714286
33720,68.934934,25.861209
34423,71.49758325,25.92967425
35102,69.7366943333333,22.333256
35623,68.5829215,25.388489666666697
36143,71.4985783333333,25.932491333333303
36740,71.4987335,25.9316455
36924,68.58339271428571,25.3885484285714
37790,68.58401385714289,25.389199428571402
39643,95.116539,27.403812333333303
39670,96.0408046666667,27.5591126666667
41566,71.4984183333333,25.931934
41567,68.58515933333331,25.3906976666667
41816,68.58544549999999,25.38983925
41817,72.6523996666667,21.832241666666697
42084,68.6096736666667,25.8176065
42340,68.5842603333333,25.3896838333333
42662,71.4998933333333,25.9307513333333
42743,68.5850397,25.3886957
43030,68.5841508125,25.3885646875
43326,68.60904025,25.818522875
43595,68.5838856111111,25.3887770555556
43827,95.2201533333333,36.7845053333333
43848,71.49894725,25.929575
43859,68.5826706875,25.389756125
44102,95.2376986666667,27.4837885
44108,68.58314625,25.389402966666697
44162,71.4984895,25.928975
44366,95.220158125,36.78504475
44367,72.6836316666667,21.910234333333303
44368,72.6508866666667,21.8336676666667
44408,69.367513,28.0509603333333
44410,71.4988122,25.9291347
44655,69.36881075,28.05148975
44657,72.65284150000001,21.83429425
44928,72.68262275,21.91059775
45212,69.368976,28.051813
45213,71.4984948,25.9292105
45214,73.017545,22.228581
45525,68.5834679,25.3889778166667
45583,69.36877333333331,28.0519055
45817,95.21942170000001,36.785122799999996
45858,69.36812866666669,28.052444
45863,68.609172,25.819197125
45864,68.58329542424241,25.388658075757604
46067,95.2199379166667,36.785099166666704
46068,88.1034143333333,22.052114000000003
46096,69.36917128571429,28.0521337142857
46097,71.4984761666667,25.92956625
46099,68.5827928787879,25.388669575757604
46334,74.9532026666667,29.908559999999998
46335,71.4981674285714,25.9297900714286
46336,68.5828705555555,25.388776111111103
46337,72.8116173333333,22.095010000000002
46338,72.6826446,21.9105942
46339,72.65244875,21.83479775
46597,74.95221049999999,29.907921999999996
46598,68.5824744722222,25.3892646944444
46838,95.237274,27.481993833333302
46855,71.498469875,25.9301773125
46862,68.5827215128205,25.3894809487179
46930,69.369519375,28.052326125
47075,95.114512,27.3990236666667
47087,71.308568125,33.268042125
47088,96.040858,27.5594416666667
47137,69.3693967777778,28.0522468888889
47143,68.5830321555556,25.3892465777778
47286,74.95260859999999,29.908463800000003
47321,69.36942909999999,28.052029600000004
47323,71.49809655555549,25.930540388888897
47325,68.5831529583333,25.3890416354167
47327,72.6832898333333,21.9100548333333
47328,72.6531052,21.8344078
47542,69.3692998636364,28.0521431818182
47543,73.01723100000001,22.22787425
47544,72.653155,21.8342593333333
47803,68.58297790196079,25.389169539215697
47804,73.0167266,22.2283534
47805,72.68374628571429,21.910279142857103
48036,71.4983785,25.93059855
48037,73.0160318333333,22.228670666666698
48044,68.5827913518519,25.3891415648148
48109,69.369235125,28.0523159166667
48312,74.95202325,29.9086158333333
48313,69.3691340416667,28.0527953333333
48314,72.6832732857143,21.909592857142897
48317,68.58255907407411,25.3894757592593
48378,71.4983261818182,25.930631227272702
48580,72.6831402222222,21.9095465555556
48633,68.58325202777779,25.3861327777778
48865,95.4345983333333,27.395453666666697
48892,71.498554,25.9307189583333
48894,68.60821075,25.818813375
48898,72.6830635,21.90986095
48899,72.758339,21.907248000000003
49141,96.0394083333334,27.5614316666667
49142,95.43445600000001,27.39478475
49143,95.2348046666667,27.484348999999998
49144,95.153048,27.2621173333333
49145,88.102917,22.05208325
49177,72.68298890909091,21.9098605909091
49440,95.4351564,27.394559
49441,95.235424,27.48285575
49442,95.1243946666667,27.428163333333302
49479,71.4984956153846,25.930741884615397
49480,68.5815399222222,25.388470899999998
49481,72.6832555,21.909585291666698
49754,95.4343238333333,27.394230833333303
49759,95.23592375,27.483007500000003
49760,95.1152156666667,27.3988174444444
49774,96.0394725,27.56140875
49775,68.5824375606061,25.3884341212121
49776,73.01558357142859,22.2288275714286
49861,68.9329261666667,25.8619745
50020,95.2354939166667,27.483462833333302
50083,71.4982162307692,25.930600576923105
50085,68.5819486349206,25.3883413174603
50265,68.933821625,25.862531375
50269,73.01478685714291,22.2286125714286
50270,72.68345523076921,21.9096362692308
50464,95.1234645,27.42829225
50465,95.116093875,27.399531583333303
50494,68.5822590873016,25.388282603174602
50495,73.0147148571429,22.227856857142896
50708,96.0396056,27.5619772
50709,95.23542892857141,27.483194
50710,95.15229025,27.261651500000003
50731,71.30874250000001,33.2685705
50732,73.014685625,22.227481
50941,95.4215163333333,27.4722735
50942,95.1158701,27.4001074666667
50948,96.0402386666667,27.561839000000003
50949,95.2357701875,27.482870000000002
50967,69.3692448076923,28.0526954615385
50968,71.4986047692308,25.931093884615397
50969,72.6834961666667,21.909524625
50975,68.5820932666667,25.3885126083333
51235,95.6201246666667,27.7309063333333
51236,95.23554399999999,27.4829221111111
51237,95.152301,27.2618278
51238,71.4984619285714,25.9308448214286
51239,72.6527526,21.833772399999997
51300,69.3694965769231,28.052359615384603
51307,68.5822569166667,25.3883688083333
51308,68.5877713333334,25.359735999999998
51502,95.619915,27.7310825
51564,68.5825587962963,25.3881840555556
51568,73.014434,22.227802
51746,95.12398979999999,27.4278382
51747,95.4351033333333,27.393604999999997
51777,71.30496325,33.269483125
51778,69.3695518214286,28.052992142857104
51779,68.5824492539682,25.388043984127002
51781,72.6836873846154,21.9093561923077
51782,72.6523348333333,21.8342836666667
51972,95.4355677142857,27.393541714285696
51973,95.1174523,27.4009582666667
52002,68.5888005,25.35957
52187,95.0869905,27.44786275
52188,95.42260725,27.472377875
52189,95.236257625,27.482425
52190,95.1516088333333,27.2615235
52194,95.1180604166667,27.400907222222198
52210,68.588202,25.3593078
52211,72.68390500000001,21.9088402916667
52283,71.3072931,33.2681523
52292,68.5821497280702,25.388152657894697
52443,95.4229384,27.4716011
52448,95.1180365,27.400904904761894
52473,96.0398533333333,27.561633916666697
52474,95.2358849,27.483057000000002
52475,71.4984755,25.9314939166667
52476,73.01458819999999,22.2275077
52477,72.68359,21.9089123461538
52484,68.5820915416667,25.388318225
52533,71.3075734166667,33.2686059166667
52542,74.950494875,29.9097385
52788,95.62028659999999,27.7312684
52789,95.2356304545455,27.4830181818182
52790,95.1177806458333,27.400483
52795,72.7583715,21.90633375
52796,72.683557,21.90888975
52829,69.3695558076923,28.053238923076897
52835,68.5886168333333,25.359463
52839,73.0141625,22.2273124
53058,95.6200243333333,27.7314756666667
53059,95.4758886666667,27.4627023333333
53060,95.11769946296292,27.400695166666697
53061,95.2362220909091,27.4828777272727
53104,71.30583142857141,33.2686656428571
53105,69.3696027307692,28.053432
53107,68.5883081428571,25.359683142857104
53357,95.23595023076919,27.4830107692308
53358,95.4227874,27.470862899999997
53359,95.1232026,27.426768199999998
53396,71.3072743125,33.2680228125
53397,71.49823708333331,25.9314826666667
53398,68.935032875,25.862517875
53399,68.588618375,25.359918125
53400,68.5824976166667,25.38853495
53401,73.1142361666667,22.366102333333302
53671,95.6201792857143,27.731044857142898
53672,95.4758886666667,27.4627023333333
53673,95.0868256,27.447759
53674,95.1181089074074,27.401496500000004
53690,71.308012,33.26841075
53691,68.5828217460318,25.3883312539683
53692,68.5889283333333,25.359848888888898
53900,95.236035,27.482859428571402
53901,95.1184816515151,27.4013819545455
53910,95.42287950000001,27.470679916666697
53923,96.0401428,27.5606299
53924,95.1962126666667,27.4473556666667
53925,95.0870368333333,27.4477354166667
53926,69.3698669583333,28.0532291666667
53927,71.4985710769231,25.931542615384604
53928,73.0140427,22.2274734
53929,72.68337989285709,21.909053464285698
53930,72.6511824,21.8341544
53931,68.9359455,25.86148575
53986,68.5826802698413,25.387868468254
54180,95.62026975,27.731416125
54181,95.19593625,27.44683575
54182,95.4354955,27.393433125
54183,95.23605959999999,27.4829729333333
54184,71.49869784615379,25.9315396923077
54185,73.114371375,22.365871
54186,73.01450490909092,22.2276834545455
54263,68.58936779999999,25.3594465
54270,72.6504516,21.8345
54482,95.4059933333333,27.604132666666697
54483,95.2360549375,27.4829185625
54484,95.42309057142859,27.470399404761896
54536,68.9354863333333,25.862498933333303
54541,72.6829036071428,21.909150607142898
54820,96.04022775,27.5605203125
54821,95.23603735294121,27.482802294117604
54822,95.42350225,27.470125479166697
54865,72.6510721666667,21.8345768333333
55169,95.1236228333333,27.426707666666697
55170,95.23594982352941,27.482385117647098
55171,95.1183866515151,27.4016791363636
55216,71.4985349583333,25.931563791666697
55217,68.9353107333333,25.8624115333333
55218,68.5827801176471,25.387927735294102
55219,73.01442850000001,22.2280104166667
55500,95.1953598,27.447949800000004
55509,95.2187523333333,36.786072999999995
55541,95.11826965151519,27.401337106060602
55542,71.49882257692309,25.931747346153802
55543,72.7578057,21.9066076
55544,72.68312409999999,21.909232766666698
55651,68.93492286111109,25.863079861111103
55652,68.5830930625,25.3881355625
55834,95.2353757916667,27.4824038333333
55857,72.7571007,21.9063992
55858,72.6829756333333,21.9088968333333
55902,69.37032055555561,28.05407
55906,68.9350185952381,25.8624950238095
56097,95.62024975,27.730384125
56133,71.4986300384615,25.931560884615397
56134,68.9352448958333,25.8624640208333
56137,68.5829371111111,25.3877813333333
56139,72.68308865625,21.90885465625
56355,95.23595472222219,27.482093166666697
56356,95.435512625,27.392840125
56357,95.15136740000001,27.261151
56358,95.368014,27.2659466666667
56359,93.9281056666667,26.0653896666667
56384,71.4987088214286,25.9314223214286
56385,68.93535135185179,25.8625290185185
56386,68.5834051176471,25.388172
56637,95.0874705,27.4488794166667
56638,95.1955541666667,27.448009999999996
56639,95.2368416875,27.48207375
56661,71.49871425,25.931613464285697
56662,68.58358911764711,25.388275794117604
56663,73.01482779999999,22.2272433
56909,95.6200866666667,27.730664
56910,95.12387185714279,27.426843142857102
56911,95.4806443333333,27.342185666666698
56912,95.15177800000001,27.261027166666697
56913,93.92765225,26.0647445
56921,95.23662931578951,27.482389842105302
56946,71.4985834642857,25.931518964285697
57060,68.93537525,25.86188275
57061,68.58406647058821,25.388352735294102
57184,95.4235697777778,27.4702524259259
57185,95.2363296031746,27.4821804285714
57198,95.4760512,27.462376399999997
57199,95.12429357142858,27.425811857142897
57200,95.481141125,27.34229225
57201,69.37126459999999,28.05169
57202,68.9346301969697,25.8623112878788
57212,71.4987394333333,25.9313639
57213,68.5837678947368,25.388208657894697
57269,68.570516,25.404256
57433,72.6825049444444,21.9088127777778
57434,72.7557841666667,21.908763666666697
57491,71.4985049642857,25.9312475714286
57492,68.58371445,25.38820285
57726,95.219073125,36.785884375
57727,95.40604425,27.60389875
57728,95.2362536507937,27.4823590714286
57729,95.1238162857143,27.425242714285698
57730,95.4817863,27.341014
57731,95.3686695,27.266120500000003
57770,71.49848346875,25.9311715
57771,72.65088359999999,21.8357408
58046,95.11847451388891,27.4015632638889
58047,95.3691436,27.266611199999996
58048,93.9285536,26.0656322
58094,68.9346505972222,25.8622315972222
58095,68.5840118,25.388412875
58406,96.0412566,27.5588409
58407,95.40534975,27.602495
58408,95.42393944444441,27.4700504814815
58409,95.11829780555559,27.401370013888897
58435,71.49824840625,25.9312403125
58436,68.58441235,25.388640125
58437,72.682632875,21.9087894166667
58734,95.61953822222219,27.730043333333303
58741,96.0405246666667,27.558537083333302
58742,95.40424959999999,27.603459
58743,95.2364441666667,27.482262657894697
58744,95.43554475,27.39177075
58764,95.4241435,27.470114933333303
58765,95.11808912820509,27.401681243589696
58766,95.0873997142857,27.448725642857102
58767,74.9485888888889,29.9092032222222
58768,69.3704858333333,28.0510016666667
58769,71.49824215625,25.9310601875
58770,68.584414075,25.388529575
58771,72.6827995,21.9089287692308
58794,68.9345717638889,25.861979513888897
59064,95.2184455,36.7853595
59065,95.087093875,27.4484741875
59066,95.12426642857142,27.424976142857105
59067,71.49823114705879,25.9313072941176
59143,74.95134216666669,29.9106781666667
59146,68.93433568055549,25.8619356527778
59147,68.5687853333333,25.402022
59345,95.6198807,27.729760499999998
59346,95.424087,27.469873833333303
59347,95.2364271083333,27.482292200000003
59348,95.31654250000001,27.353443166666697
59349,95.1180550512821,27.401513628205105
59350,95.3685721666667,27.2674271666667
59400,71.30742099999999,33.268394
59401,68.9342110897436,25.861924294871802
59402,68.584513675,25.388573175
59624,95.2367728508772,27.4825521578947
59625,95.0865254444445,27.4485251666667
59626,95.4352682,27.392465
59677,71.49801152777779,25.931151833333303
59679,72.683071875,21.9090975
59680,72.648412,21.7938383333333
60082,74.9449363333333,29.909562666666698
60083,72.8113123333333,22.0972203333333
60357,68.5833177916667,25.3886785416667
60552,96.0407553,27.557648999999998
60618,72.68277620833331,21.9094863333333
60827,95.2359251929825,27.4828203157895
60828,95.19488079999999,27.449367600000002
60829,95.1532616666667,27.260416999999997
60875,71.30747857142859,33.2693241428571
60876,68.9341517820513,25.861697371794897
60877,68.58433727777779,25.3892544166667
60878,73.0153376666667,22.2284493333333
61128,95.61835275,27.73115625
61129,95.4811363,27.3420936
61130,95.3059375,27.352773499999998
61147,71.4983940294118,25.931139411764697
61148,68.5833755384616,25.388682653846196
61149,73.01530028571429,22.2287361428571
61447,95.2265906666667,27.482852666666698
61448,71.4962295769231,25.9314782307692
61721,95.0754101666667,27.4510423333333
61824,69.372004,28.051999
62001,95.0804123125,27.44969725
62002,93.93051700000001,26.06463675
62068,74.94476725,29.910433500000003
62069,71.4982140833333,25.9314929444444
62073,71.3547683333333,19.5692515
62255,95.21756425,36.78615975
62256,95.2357809791667,27.4828208125
62297,74.9481079444444,29.9102407777778
62298,68.57949825,25.387972
62511,95.2362411041667,27.4823909375
62512,95.424428,27.469478047619
62546,69.3690564,28.0515326
62547,71.49800725,25.931643111111104
62548,68.58134472727271,25.3883853636364
62549,72.75597866666669,21.910643666666697
62748,96.039587875,27.55728825
62749,95.3114449,27.3525685
62776,68.5814683,25.3890085
62924,95.0759895,27.4501794
62942,71.29746483333331,33.2695935
62943,95.2319561818182,27.483115909090902
62944,71.4906065,25.9319695
63162,95.2331731666667,27.483328000000004
63163,95.18873975,27.44995025
63164,95.0772372142857,27.450290000000003
63165,95.11032349999999,27.402268
63199,73.150327,33.145236
63200,69.363874,28.053094
63201,68.93173265,25.8618629166667
63329,95.43430966666669,27.393772
63367,74.9481532380952,29.9105985238095
63571,95.403165,27.606139000000002
63572,88.09886750000001,22.0537805
63623,71.304594,33.26841925
63624,68.582398,25.389158705882398
63914,71.49738596875,25.9313566875
63915,72.6814422,21.9102866
64224,95.21567375,36.78692125
64225,71.35367875,19.569487625
64237,68.5738468333333,25.391042499999998
64531,95.2124064,36.7894718
64532,71.4851038333333,25.9331538333333
64620,74.94606340000001,29.9109812
64623,68.5740206666667,25.384904333333303
64930,74.94751762962959,29.9108615185185
64932,72.6813608333333,21.9106161666667
65570,72.68182471428571,21.9107635714286
65835,95.618154,27.729261666666698
65847,95.0798797142857,27.449964857142895
65877,95.188998,27.451875666666698
65878,95.23210125,27.483872125
65978,68.582739,25.38657925
66132,95.432242,27.395764666666697
66163,95.2352181428571,27.4828210714286
66164,95.0829292,27.4494534
66165,74.947854,29.91128175
66166,72.6834981666667,21.9106113333333
66529,95.23564875,27.4830830625
66530,95.0835081666667,27.4492178333333
66626,68.5836018333333,25.3864261666667
66987,71.4963346111111,25.9325262777778
67322,74.9483566666667,29.911715666666698
67323,71.49765671428571,25.931580857142897
67324,68.9316919,25.862047833333303
67325,68.5832615,25.38787025
67326,72.6833632,21.9102456
67615,71.30482020000001,33.2682304
67616,71.49882942857141,25.932212142857104
67617,68.9342496666667,25.8601546666667
67618,68.58504675,25.38887525
67978,68.9323469,25.861381899999998
67979,72.6835808333333,21.9091206666667
68007,68.58178790000001,25.389657999999997
68097,71.5001786,25.9325926
68331,95.2330883333333,27.4837947777778
68332,95.18962875,27.45188175
68333,72.6833023333333,21.910829999999997
68334,72.0169576666667,19.335643
68343,71.4990952,25.9324704
68345,74.9479195714286,29.9111412857143
68699,95.0845986666667,27.4481893333333
68700,95.235052,27.4823675714286
68701,88.0994746666667,22.053860999999998
68702,78.6380895,20.6975626666667
68772,68.9310483,25.862409500000002
69004,95.61564399999999,27.7283343333333
69005,95.23432779999999,27.4825294
69006,95.0858145,27.447698
69065,72.6823415,21.90964375
69066,78.638107375,20.69673875
69436,95.2355585555555,27.4819058888889
69437,95.1919683333333,27.4509096666667
69441,95.2162965,36.7897
69481,71.49951772222221,25.9322873888889
69482,68.5823697727273,25.3887364090909
69781,95.2167758,36.7889271
69784,95.2348208333333,27.482436416666697
69797,95.1899286666667,27.4507373333333
69798,68.5836792,25.38767965
70103,95.4791653333333,27.4614033333333
70104,95.23413182142859,27.4828968214286
70113,96.04164899999999,27.5568323333333
70125,95.086628,27.447965600000003
70126,72.3027803333333,23.4290223333333
70127,72.3435056666667,18.7091813333333
70136,71.49972385,25.93194575
70137,71.35573575,19.56961175
70193,68.9319119,25.8622785
70201,68.58283309999999,25.38874975
70210,72.118075,19.215304
70388,95.2353580833333,27.4822928333333
70444,71.50005345,25.9317117
70447,72.301968625,23.429633499999998
70448,72.6828775,21.908673875
70449,72.757923,21.90709775
70454,72.117712,19.215815
70633,95.2350407857143,27.482566857142896
70634,95.0853093333333,27.3752073333333
70635,94.046412,26.295065
70636,88.10129,22.052782999999998
70685,72.68308088888891,21.9088905555556
70686,78.6377717,20.696989399999996
70987,95.2359353076923,27.4822682307692
71026,72.683776,21.908927
71346,96.0416661666667,27.5575674166667
71347,95.235326125,27.4826966875
71352,95.0869923333333,27.447751666666697
71390,74.9498375,29.9109287222222
71391,71.5001942272727,25.931445
71392,78.6349183333333,20.701848000000002
71508,68.5837530909091,25.3880107272727
71662,95.2171853333333,36.7883439722222
71664,95.1261623333333,27.426914
71668,95.23523382352941,27.4828458823529
71669,95.087125,27.4486710714286
71677,96.0419313333333,27.5573297333333
71678,95.47937875,27.46102375
71679,94.67061788888891,26.7871065555556
71680,74.9487627142857,29.911276904761895
71682,68.5834853636364,25.388523818181802
71694,71.49967645,25.9305023
72021,95.4359463333333,27.3956533333333
72022,94.67216655555559,26.7870408888889
72023,72.34117633333331,18.707156
72032,72.7581068,21.9067454
72128,68.58431875,25.3880390277778
72422,94.0462835,26.294745000000002
72498,71.49995240909091,25.9310933181818
72501,68.5847576363636,25.3880773030303
72502,72.3017037,23.4298946
72504,71.35684875,19.568743875
72936,71.30773175,33.267621999999996
72937,71.4994211363636,25.9309062272727
72938,72.7585813,21.9066358
73267,71.30584350000001,33.26698675
73268,68.5848623333333,25.388303611111102
73269,72.8079503333333,22.096215
73596,95.61832700000001,27.728910333333303
73597,95.0872197857143,27.447503357142896
73626,96.0433352222222,27.558786888888896
73627,91.197014,23.628969333333302
73628,71.3595073333333,19.5698996666667
73629,71.356368,19.569115375
73660,71.3072066666667,33.267664
73661,68.5841982333333,25.387334288888898
73783,71.4991114583333,25.930985541666697
74010,96.0416221666667,27.5586116666667
74011,95.61879499999999,27.728325
74012,71.4964821,25.931421
74013,72.6834771818182,21.908924272727297
74014,71.4365961666667,19.284578500000002
74023,71.3577341428571,19.5697156428571
74024,72.1179046,19.215139
74111,71.30791175,33.268127500000006
74123,72.7584777,21.907997
74128,73.159963,17.544064333333303
74397,95.2181128,36.787884566666705
74483,71.3066309,33.26791
74484,74.9499381666667,29.9104460555556
74485,71.4991909583333,25.931098041666697
74486,68.5849062692308,25.3885136410256
74490,72.035616625,20.600993875
74494,73.1608715,17.5452205
74788,95.2180212857143,36.7880689761905
74844,74.950701,29.9102848888889
74845,72.7593927857143,21.907590142857103
74847,71.35733475,19.56958625
74849,71.436009625,19.284693875
74850,73.1611054,17.544653399999998
75215,95.61937259999999,27.7297966
75243,72.1172243333333,19.2146978333333
75525,95.4363595,27.396016499999998
75557,96.0431749333333,27.5567111333333
75558,95.1166075,27.399979499999997
75559,74.950485875,29.910188791666698
75560,72.80810925,22.09656425
75727,68.58493299999999,25.387462025640996
75964,71.3079430625,33.267948625
75965,71.3924,19.41753
75966,73.16115450000001,17.5451273333333
76091,68.58497256666669,25.3882611555556
76099,72.6840752222222,21.9078198888889
76104,71.3579211875,19.5703463125
76339,96.0420152380952,27.557018238095196
76340,95.08743494444441,27.4480303333333
76432,71.49966782142859,25.9312026785714
76437,72.6836136,21.9080014
76438,72.7598279166667,21.906934166666698
76440,72.018065,19.331835333333302
76441,72.1169324285714,19.2149862857143
76442,73.1605136666667,17.544466500000002
76752,95.08774605,27.4482735
76753,93.9037146666667,26.093501999999997
