air1_iata,air1_lat,air1_lng,air2_iata,air2_lat,air2_lng,route,twc
BOM,19.08861111,72.86805556,JGA,22.46549988,70.01260376,nan,1946
BOM,19.08861111,72.86805556,JAI,26.82416667,75.81222222,nan,27622
BOM,19.08861111,72.86805556,BBI,20.24440002,85.81780243,nan,9758
BOM,19.08861111,72.86805556,HBX,15.36166667,75.08472222,nan,1390
BOM,19.08861111,72.86805556,UDR,24.61777778,73.89611111,nan,13419
BOM,19.08861111,72.86805556,IXU,19.86277778,75.39805556,nan,10052
BOM,19.08861111,72.86805556,RAJ,22.30920029,70.77950287,nan,9674
BOM,19.08861111,72.86805556,VTZ,17.72111111,83.22444444,nan,6230
BOM,19.08861111,72.86805556,TRV,8.48,76.92,nan,7546
NAG,21.09222222,79.04722222,DEL,28.56861111,77.11222222,nan,21465
NAG,21.09222222,79.04722222,BOM,19.08861111,72.86805556,nan,17479
NAG,21.09222222,79.04722222,RPR,21.18111111,81.73847222,nan,1475
NDC,19.18194444,77.31861111,ATQ,31.70777778,74.79916667,nan,660
IXZ,11.64111111,92.72972222,VTZ,17.72111111,83.22444444,nan,1815
PNQ,18.58222222,73.91972222,IXC,30.67472222,76.79055556,nan,5694
RPR,21.18111111,81.73847222,DEL,28.56861111,77.11222222,nan,17076
RPR,21.18111111,81.73847222,NAG,21.09222222,79.04722222,nan,985
RPR,21.18111111,81.73847222,BOM,19.08861111,72.86805556,nan,12054
RPR,21.18111111,81.73847222,VTZ,17.72111111,83.22444444,nan,1414
RAJ,22.30920029,70.77950287,DEL,28.56861111,77.11222222,nan,1824
RAJ,22.30920029,70.77950287,BOM,19.08861111,72.86805556,nan,9674
SXR,33.98713889,74.77425,IXL,34.13583333,77.54638889,nan,278
TRV,8.48,76.92,COK,10.155,76.391,nan,4879
TRV,8.48,76.92,BOM,19.08861111,72.86805556,nan,7546
UDR,24.61777778,73.89611111,DEL,28.56861111,77.11222222,nan,13281
UDR,24.61777778,73.89611111,BOM,19.08861111,72.86805556,nan,12264
BDQ,22.32944444,73.21944444,DEL,28.56861111,77.11222222,nan,14742
VNS,25.45222222,82.85944444,AGR,27.1575,77.96083333,nan,417
VNS,25.45222222,82.85944444,CCU,22.65472222,88.44666667,nan,3978
VNS,25.45222222,82.85944444,GAY,24.74444444,84.95111111,nan,973
VNS,25.45222222,82.85944444,HJR,24.81719971,79.91860199,nan,5233
VGA,16.52888889,80.79583333,DEL,28.56861111,77.11222222,nan,3892
VTZ,17.72111111,83.22444444,DEL,28.56861111,77.11222222,nan,11671
VTZ,17.72111111,83.22444444,IXZ,11.64111111,92.72972222,nan,1815
VTZ,17.72111111,83.22444444,RPR,21.18111111,81.73847222,nan,1414
VTZ,17.72111111,83.22444444,BOM,19.08861111,72.86805556,nan,6230
AGX,10.82805556,72.17888889,COK,10.155,76.391,nan,980
IXD,25.44,81.73388889,DEL,28.56861111,77.11222222,nan,980
BUP,30.27,74.755556,IXJ,32.68916667,74.8375,RCS,980
BUP,30.27,74.755556,DEL,28.56861111,77.11222222,RCS,420
BHU,21.75222222,72.18527778,BOM,19.08861111,72.86805556,nan,980
BHO,23.2875,77.3375,RPR,21.18111111,81.73847222,nan,980
BHO,23.2875,77.3375,LKO,26.76194444,80.88333333,nan,980
BHJ,23.28777778,69.67027778,BOM,19.08861111,72.86805556,nan,5376
BKB,28.07055556,73.20694444,DEL,28.56861111,77.11222222,RCS,980
BKB,28.07055556,73.20694444,JAI,26.82416667,75.81222222,RCS,980
IXC,30.67472222,76.79055556,KUU,31.87666667,77.15444444,nan,420
MAA,12.98222222,80.16361111,TRZ,10.76527778,78.70972222,nan,3920
CJB,11.02666667,77.04166667,HYD,17.24,78.43,nan,10318
CJB,11.02666667,77.04166667,COK,10.155,76.391,nan,980
DED,30.18972222,78.18027778,LKO,26.76194444,80.88333333,nan,4445
DEL,28.56861111,77.11222222,SLV,31.08166667,77.06805556,RCS,672
DEL,28.56861111,77.11222222,KUU,31.87666667,77.15444444,nan,980
DEL,28.56861111,77.11222222,BKB,28.07055556,73.20694444,RCS,980
DEL,28.56861111,77.11222222,BUP,30.27,74.755556,RCS,420
DEL,28.56861111,77.11222222,IXP,32.23361111,75.63444444,RCS,288
DEL,28.56861111,77.11222222,PGH,29.032222,79.474167,nan,384
DEL,28.56861111,77.11222222,GWL,26.29333333,78.22777778,nan,210
DEL,28.56861111,77.11222222,LUH,30.85472222,75.9525,RCS,560
DEL,28.56861111,77.11222222,IXD,25.44,81.73388889,nan,980
DEL,28.56861111,77.11222222,GWL,26.29333333,78.22777778,RCS,210
DIU,20.713,70.925,BOM,19.08861111,72.86805556,nan,560
GAU,26.10611111,91.58583333,TEZ,26.71222222,92.78722222,nan,420
GAU,26.10611111,91.58583333,IXI,27.29555556,94.09777778,nan,560
GWL,26.29333333,78.22777778,DEL,28.56861111,77.11222222,nan,210
GWL,26.29333333,78.22777778,IDR,22.72179985,75.80110168,RCS,420
GWL,26.29333333,78.22777778,DEL,28.56861111,77.11222222,RCS,210
HYD,17.24,78.43,RPR,21.18111111,81.73847222,nan,8735
HYD,17.24,78.43,CJB,11.02666667,77.04166667,nan,10318
HYD,17.24,78.43,SAG,19.68861111,74.37888889,nan,980
IDR,22.72179985,75.80110168,GWL,26.29333333,78.22777778,RCS,420
IXJ,32.68916667,74.8375,BUP,30.27,74.755556,RCS,980
COK,10.155,76.391,AGX,10.82805556,72.17888889,nan,980
COK,10.155,76.391,CJB,11.02666667,77.04166667,nan,980
CCU,22.65472222,88.44666667,SHL,25.70361111,91.97861111,nan,980
KUU,31.87666667,77.15444444,DEL,28.56861111,77.11222222,nan,840
KUU,31.87666667,77.15444444,IXC,30.67472222,76.79055556,nan,840
IXI,27.29555556,94.09777778,GAU,26.10611111,91.58583333,nan,560
LKO,26.76194444,80.88333333,JAI,26.82416667,75.81222222,nan,1470
LKO,26.76194444,80.88333333,DED,30.18972222,78.18027778,nan,4445
LKO,26.76194444,80.88333333,PAT,25.59361111,85.09194444,nan,6755
LKO,26.76194444,80.88333333,BHO,23.2875,77.3375,nan,1470
LUH,30.85472222,75.9525,DEL,28.56861111,77.11222222,RCS,560
BOM,19.08861111,72.86805556,BHJ,23.28777778,69.67027778,nan,5376
BOM,19.08861111,72.86805556,SAG,19.68861111,74.37888889,nan,980
BOM,19.08861111,72.86805556,DIU,20.713,70.925,nan,560
BOM,19.08861111,72.86805556,BHU,21.75222222,72.18527778,nan,980
PGH,29.032222,79.474167,DEL,28.56861111,77.11222222,nan,384
IXP,32.23361111,75.63444444,DEL,28.56861111,77.11222222,RCS,288
PAT,25.59361111,85.09194444,LKO,26.76194444,80.88333333,nan,6755
RPR,21.18111111,81.73847222,HYD,17.24,78.43,nan,9890
RPR,21.18111111,81.73847222,BHO,23.2875,77.3375,nan,980
SHL,25.70361111,91.97861111,CCU,22.65472222,88.44666667,nan,980
SLV,31.08166667,77.06805556,DEL,28.56861111,77.11222222,RCS,672
SAG,19.68861111,74.37888889,BOM,19.08861111,72.86805556,nan,980
SAG,19.68861111,74.37888889,HYD,17.24,78.43,nan,980
TEZ,26.71222222,92.78722222,GAU,26.10611111,91.58583333,nan,560
TIR,13.63777778,79.54722222,VGA,16.52888889,80.79583333,nan,840
TRZ,10.76527778,78.70972222,MAA,12.98222222,80.16361111,nan,3920
VGA,16.52888889,80.79583333,VTZ,17.72111111,83.22444444,nan,2100
VGA,16.52888889,80.79583333,TIR,13.63777778,79.54722222,nan,840
VTZ,17.72111111,83.22444444,VGA,16.52888889,80.79583333,nan,1120
AMD,23.07722222,72.63472222,CCU,22.65472222,88.44666667,nan,11550
AMD,23.07722222,72.63472222,IXC,30.67472222,76.79055556,nan,2145
AMD,23.07722222,72.63472222,COK,10.155,76.391,nan,4455
AMD,23.07722222,72.63472222,NAG,21.09222222,79.04722222,nan,5610
AMD,23.07722222,72.63472222,GAU,26.10611111,91.58583333,nan,4620
BLR,13.20694444,77.70416667,LKO,26.76194444,80.88333333,nan,12582
BLR,13.20694444,77.70416667,IXZ,11.64111111,92.72972222,nan,2310
IXC,30.67472222,76.79055556,HYD,17.24,78.43,nan,3960
IXC,30.67472222,76.79055556,AMD,23.07722222,72.63472222,nan,1980
MAA,12.98222222,80.16361111,NAG,21.09222222,79.04722222,nan,2310
GAU,26.10611111,91.58583333,IXB,26.68111111,88.32861111,nan,11746
HYD,17.24,78.43,IXC,30.67472222,76.79055556,nan,4125
HYD,17.24,78.43,LKO,26.76194444,80.88333333,nan,10065
IXJ,32.68916667,74.8375,BOM,19.08861111,72.86805556,nan,2310
COK,10.155,76.391,AMD,23.07722222,72.63472222,nan,5940
CCU,22.65472222,88.44666667,LKO,26.76194444,80.88333333,nan,6930
CCU,22.65472222,88.44666667,AMD,23.07722222,72.63472222,nan,9240
IXL,34.13583333,77.54638889,BOM,19.08861111,72.86805556,nan,1155
LKO,26.76194444,80.88333333,CCU,22.65472222,88.44666667,nan,6930
LKO,26.76194444,80.88333333,BLR,13.20694444,77.70416667,nan,12582
LKO,26.76194444,80.88333333,HYD,17.24,78.43,nan,10065
BOM,19.08861111,72.86805556,IXL,34.13583333,77.54638889,nan,1155
BOM,19.08861111,72.86805556,IXZ,11.64111111,92.72972222,nan,2310
BOM,19.08861111,72.86805556,IXR,23.31416667,85.32166667,nan,4950
BOM,19.08861111,72.86805556,IXJ,32.68916667,74.8375,nan,2310
BOM,19.08861111,72.86805556,SXR,33.98713889,74.77425,nan,3465
NAG,21.09222222,79.04722222,PNQ,18.58222222,73.91972222,nan,9570
NAG,21.09222222,79.04722222,MAA,12.98222222,80.16361111,nan,2310
NAG,21.09222222,79.04722222,AMD,23.07722222,72.63472222,nan,5610
PAT,25.59361111,85.09194444,IXR,23.31416667,85.32166667,nan,5775
IXZ,11.64111111,92.72972222,BOM,19.08861111,72.86805556,nan,2310
IXZ,11.64111111,92.72972222,BLR,13.20694444,77.70416667,nan,2310
PNQ,18.58222222,73.91972222,NAG,21.09222222,79.04722222,nan,9570
PNQ,18.58222222,73.91972222,BOM,19.08861111,72.86805556,nan,8513
PNQ,18.58222222,73.91972222,PAT,25.59361111,85.09194444,nan,4170
PNQ,18.58222222,73.91972222,IXL,34.13583333,77.54638889,nan,1155
PNQ,18.58222222,73.91972222,IXJ,32.68916667,74.8375,nan,1155
AMD,23.07722222,72.63472222,IDR,22.72179985,75.80110168,nan,3230
AMD,23.07722222,72.63472222,JDH,26.25111111,73.04888889,nan,420
AJL,23.84059906,92.61969757,DEL,28.56861111,77.11222222,nan,1032
AJL,23.84059906,92.61969757,GAU,26.10611111,91.58583333,nan,2408
IXB,26.68111111,88.32861111,GAU,26.10611111,91.58583333,nan,9436
BLR,13.20694444,77.70416667,RPR,21.18111111,81.73847222,nan,3563
BLR,13.20694444,77.70416667,BDQ,22.32944444,73.21944444,nan,2064
IXC,30.67472222,76.79055556,JAI,26.82416667,75.81222222,nan,1680
IXC,30.67472222,76.79055556,CCU,22.65472222,88.44666667,nan,1032
IXC,30.67472222,76.79055556,IDR,22.72179985,75.80110168,nan,2064
MAA,12.98222222,80.16361111,LKO,26.76194444,80.88333333,nan,2998
MAA,12.98222222,80.16361111,IDR,22.72179985,75.80110168,nan,4718
CJB,11.02666667,77.04166667,PNQ,18.58222222,73.91972222,nan,2408
CJB,11.02666667,77.04166667,DEL,28.56861111,77.11222222,nan,7028
DED,30.18972222,78.18027778,BOM,19.08861111,72.86805556,nan,7224
DEL,28.56861111,77.11222222,IXS,24.91290092,92.97869873,nan,1376
DEL,28.56861111,77.11222222,AJL,23.84059906,92.61969757,nan,1032
DEL,28.56861111,77.11222222,JRH,26.73150063,94.17549896,nan,1032
DEL,28.56861111,77.11222222,CJB,11.02666667,77.04166667,nan,7028
GAU,26.10611111,91.58583333,JRH,26.73150063,94.17549896,nan,2408
GAU,26.10611111,91.58583333,BOM,19.08861111,72.86805556,nan,7028
GAU,26.10611111,91.58583333,AJL,23.84059906,92.61969757,nan,2408
HYD,17.24,78.43,IDR,22.72179985,75.80110168,nan,8183
IDR,22.72179985,75.80110168,PNQ,18.58222222,73.91972222,nan,4472
IDR,22.72179985,75.80110168,AMD,23.07722222,72.63472222,nan,2810
IDR,22.72179985,75.80110168,JAI,26.82416667,75.81222222,nan,980
JAI,26.82416667,75.81222222,IXC,30.67472222,76.79055556,nan,1470
JAI,26.82416667,75.81222222,IDR,22.72179985,75.80110168,nan,980
JAI,26.82416667,75.81222222,LKO,26.76194444,80.88333333,nan,980
JRH,26.73150063,94.17549896,GAU,26.10611111,91.58583333,nan,2408
JRH,26.73150063,94.17549896,DEL,28.56861111,77.11222222,nan,1032
CCU,22.65472222,88.44666667,IDR,22.72179985,75.80110168,nan,1376
CCU,22.65472222,88.44666667,IXC,30.67472222,76.79055556,nan,1032
LKO,26.76194444,80.88333333,MAA,12.98222222,80.16361111,nan,2998
LKO,26.76194444,80.88333333,PNQ,18.58222222,73.91972222,nan,276
IXM,9.83361111,78.08944444,BOM,19.08861111,72.86805556,nan,3096
BOM,19.08861111,72.86805556,BDQ,22.32944444,73.21944444,nan,16012
BOM,19.08861111,72.86805556,IXM,9.83361111,78.08944444,nan,3096
BOM,19.08861111,72.86805556,PNQ,18.58222222,73.91972222,nan,2408
BOM,19.08861111,72.86805556,GAU,26.10611111,91.58583333,nan,8060
BOM,19.08861111,72.86805556,DED,30.18972222,78.18027778,nan,7224
BOM,19.08861111,72.86805556,TRZ,10.76527778,78.70972222,nan,2408
NAG,21.09222222,79.04722222,IDR,22.72179985,75.80110168,nan,4610
PAT,25.59361111,85.09194444,IDR,22.72179985,75.80110168,nan,344
PNQ,18.58222222,73.91972222,CJB,11.02666667,77.04166667,nan,2408
PNQ,18.58222222,73.91972222,RPR,21.18111111,81.73847222,nan,344
PNQ,18.58222222,73.91972222,IDR,22.72179985,75.80110168,nan,2064
PNQ,18.58222222,73.91972222,LKO,26.76194444,80.88333333,nan,276
RPR,21.18111111,81.73847222,PNQ,18.58222222,73.91972222,nan,344
RPR,21.18111111,81.73847222,BLR,13.20694444,77.70416667,nan,4374
RPR,21.18111111,81.73847222,IDR,22.72179985,75.80110168,nan,5110
IXS,24.91290092,92.97869873,DEL,28.56861111,77.11222222,nan,2064
nan_Thoise,35.083333,77.633333,DEL,28.56861111,77.11222222,nan,552
TRZ,10.76527778,78.70972222,BOM,19.08861111,72.86805556,nan,2408
TRV,8.48,76.92,DEL,28.56861111,77.11222222,nan,8183
BDQ,22.32944444,73.21944444,BOM,19.08861111,72.86805556,nan,16012
BDQ,22.32944444,73.21944444,BLR,13.20694444,77.70416667,nan,2064
IXA,23.89,91.24222222,BLR,13.20694444,77.70416667,nan,1155
IXA,23.89,91.24222222,MAA,12.98222222,80.16361111,nan,1155
IXA,23.89,91.24222222,IMF,24.76,93.89666667,nan,1155
AMD,23.07722222,72.63472222,LKO,26.76194444,80.88333333,nan,5775
ATQ,31.70777778,74.79916667,BLR,13.20694444,77.70416667,nan,2310
ATQ,31.70777778,74.79916667,SXR,33.98713889,74.77425,nan,2310
BLR,13.20694444,77.70416667,DED,30.18972222,78.18027778,nan,2310
BLR,13.20694444,77.70416667,IXA,23.89,91.24222222,nan,1155
BLR,13.20694444,77.70416667,ATQ,31.70777778,74.79916667,nan,2310
BLR,13.20694444,77.70416667,VNS,25.45222222,82.85944444,nan,2310
BBI,20.24440002,85.81780243,VTZ,17.72111111,83.22444444,nan,2310
MAA,12.98222222,80.16361111,JAI,26.82416667,75.81222222,nan,5775
MAA,12.98222222,80.16361111,UDR,24.61777778,73.89611111,nan,3465
MAA,12.98222222,80.16361111,VNS,25.45222222,82.85944444,nan,2310
MAA,12.98222222,80.16361111,IXA,23.89,91.24222222,nan,1155
MAA,12.98222222,80.16361111,RPR,21.18111111,81.73847222,nan,2310
DED,30.18972222,78.18027778,BLR,13.20694444,77.70416667,nan,2310
DEL,28.56861111,77.11222222,TRV,8.48,76.92,nan,5775
DIB,27.48385278,95.016944,DEL,28.56861111,77.11222222,nan,1155
GOI,15.38083333,73.83138889,CCU,22.65472222,88.44666667,nan,3465
GOI,15.38083333,73.83138889,LKO,26.76194444,80.88333333,nan,2310
GAU,26.10611111,91.58583333,AMD,23.07722222,72.63472222,nan,2310
HYD,17.24,78.43,NAG,21.09222222,79.04722222,nan,2940
HYD,17.24,78.43,CCJ,11.14,75.95,nan,5600
HYD,17.24,78.43,TRV,8.48,76.92,nan,2475
IMF,24.76,93.89666667,IXA,23.89,91.24222222,nan,1155
IDR,22.72179985,75.80110168,HYD,17.24,78.43,nan,6930
IDR,22.72179985,75.80110168,RPR,21.18111111,81.73847222,nan,4620
IDR,22.72179985,75.80110168,NAG,21.09222222,79.04722222,nan,3630
IDR,22.72179985,75.80110168,MAA,12.98222222,80.16361111,nan,2310
JAI,26.82416667,75.81222222,MAA,12.98222222,80.16361111,nan,5775
JAI,26.82416667,75.81222222,IXJ,32.68916667,74.8375,nan,2310
IXJ,32.68916667,74.8375,LKO,26.76194444,80.88333333,nan,1155
IXJ,32.68916667,74.8375,JAI,26.82416667,75.81222222,nan,2310
COK,10.155,76.391,LKO,26.76194444,80.88333333,nan,2310
CCU,22.65472222,88.44666667,RPR,21.18111111,81.73847222,nan,4620
CCU,22.65472222,88.44666667,GOI,15.38083333,73.83138889,nan,3465
CCJ,11.14,75.95,HYD,17.24,78.43,nan,5110
LKO,26.76194444,80.88333333,COK,10.155,76.391,nan,2310
LKO,26.76194444,80.88333333,IXJ,32.68916667,74.8375,nan,1155
LKO,26.76194444,80.88333333,AMD,23.07722222,72.63472222,nan,5775
LKO,26.76194444,80.88333333,SXR,33.98713889,74.77425,nan,2310
LKO,26.76194444,80.88333333,GOI,15.38083333,73.83138889,nan,2310
LKO,26.76194444,80.88333333,RPR,21.18111111,81.73847222,nan,2310
LKO,26.76194444,80.88333333,IXR,23.31416667,85.32166667,nan,2310
NAG,21.09222222,79.04722222,HYD,17.24,78.43,nan,2940
PAT,25.59361111,85.09194444,VNS,25.45222222,82.85944444,nan,1155
RPR,21.18111111,81.73847222,CCU,22.65472222,88.44666667,nan,4620
RPR,21.18111111,81.73847222,LKO,26.76194444,80.88333333,nan,2310
RPR,21.18111111,81.73847222,MAA,12.98222222,80.16361111,nan,2310
IXR,23.31416667,85.32166667,PAT,25.59361111,85.09194444,nan,3465
IXR,23.31416667,85.32166667,BOM,19.08861111,72.86805556,nan,1155
IXR,23.31416667,85.32166667,LKO,26.76194444,80.88333333,nan,2310
SXR,33.98713889,74.77425,LKO,26.76194444,80.88333333,nan,2310
SXR,33.98713889,74.77425,ATQ,31.70777778,74.79916667,nan,2310
SXR,33.98713889,74.77425,BOM,19.08861111,72.86805556,nan,1155
TRV,8.48,76.92,HYD,17.24,78.43,nan,2475
UDR,24.61777778,73.89611111,MAA,12.98222222,80.16361111,nan,3465
VNS,25.45222222,82.85944444,PAT,25.59361111,85.09194444,nan,1155
VNS,25.45222222,82.85944444,MAA,12.98222222,80.16361111,nan,3465
VNS,25.45222222,82.85944444,BLR,13.20694444,77.70416667,nan,2145
VTZ,17.72111111,83.22444444,BBI,20.24440002,85.81780243,nan,2310
DEL,28.56861111,77.11222222,IXE,12.96138889,74.89,nan,3864
IXE,12.96138889,74.89,DEL,28.56861111,77.11222222,nan,4816
PAT,25.59361111,85.09194444,PNQ,18.58222222,73.91972222,nan,2064
IXU,19.86277778,75.39805556,HYD,17.24,78.43,nan,980
BLR,13.20694444,77.70416667,VDY,15.175,76.6341,RCS,980
MAA,12.98222222,80.16361111,SXV,11.78194444,78.06444444,RCS,980
MAA,12.98222222,80.16361111,CDP,14.51,78.77277778,RCS,980
MAA,12.98222222,80.16361111,MYQ,12.23,76.65583333,RCS,980
CDP,14.51,78.77277778,VGA,16.52888889,80.79583333,RCS,980
CDP,14.51,78.77277778,MAA,12.98222222,80.16361111,RCS,980
CDP,14.51,78.77277778,HYD,17.24,78.43,RCS,980
HYD,17.24,78.43,NDC,19.18194444,77.31861111,RCS,980
HYD,17.24,78.43,VDY,15.175,76.6341,RCS,980
HYD,17.24,78.43,CDP,14.51,78.77277778,RCS,980
HYD,17.24,78.43,IXU,19.86277778,75.39805556,nan,980
BOM,19.08861111,72.86805556,NDC,19.18194444,77.31861111,RCS,980
MYQ,12.23,76.65583333,MAA,12.98222222,80.16361111,RCS,980
NDC,19.18194444,77.31861111,HYD,17.24,78.43,RCS,980
NDC,19.18194444,77.31861111,BOM,19.08861111,72.86805556,RCS,980
SXV,11.78194444,78.06444444,MAA,12.98222222,80.16361111,RCS,980
VDY,15.175,76.6341,HYD,17.24,78.43,RCS,980
VDY,15.175,76.6341,BLR,13.20694444,77.70416667,RCS,980
VGA,16.52888889,80.79583333,CDP,14.51,78.77277778,RCS,980
CCU,22.65472222,88.44666667,TEZ,26.71222222,92.78722222,RCS,1022
TEZ,26.71222222,92.78722222,CCU,22.65472222,88.44666667,RCS,1022
